id,title,nid,vid,path,umschrift
50584936-ca0d-456a-9e2c-e52d3c04d605,"Freud, Sigmund  (1938-105; 1966b [1938]): Einleitung [zu: Freud, Sigmund; Bullit, W. C. (1966) ›Thomas Woodrow Wilson. Twenty-eight President of the United States. A Psychological Study‹]",24166,63928,/werke/freud-sigmund/einleitung-zu-freud-sigmund-bullit-w-c-1966-thomas-woodrow-wilson-twenty-eight,
84eb1c21-b5ec-4c65-91b9-3cd8391cfbaf,"Freud, Sigmund  (1938-102; 1941f [1938]): Ergebnisse, Ideen, Probleme.London Juni [Notizen Juni -September 1938]",15500,63932,/werke/freud-sigmund/ergebnisse-ideen-problemelondon-juni-notizen-juni-september-1938,
927a13e8-82e9-4d4d-9fff-813af7364524,"Freud, Sigmund  (1938-103; 1940e [1938]): Die Ichspaltung im Abwehrvorgang",15493,63933,/werke/freud-sigmund/die-ichspaltung-im-abwehrvorgang,
8646db5f-0edb-4329-97b0-e09a93646c28,"Freud, Sigmund  (>B; 1933e [1932]): Sigmund Freud an André Breton: 3 Briefe vom 13. 12. 1932; 14. 12. 1932; 26. 12 1932",15449,63949,/werke/freud-sigmund/sigmund-freud-andre-breton-3-briefe-vom-13-12-1932-14-12-1932-26-12-1932,
2b3b39d3-90d6-4318-93a5-db37a3b5f794,"Freud, Sigmund  (>B; 1933f): Sigmund Freud an Siegfried Hessing: Brief vom 9. 7. 1932",15450,63950,/werke/freud-sigmund/sigmund-freud-siegfried-hessing-brief-vom-9-7-1932,
1639dd3c-28b0-443c-9145-2b125dcc6dfa,"Freud, Sigmund  (>B; 1941g [1936]): Sigmund Freud an Thomas Mann: Entwurf zu einem Brief vom 29. 11. 1936",15501,63952,/werke/freud-sigmund/sigmund-freud-thomas-mann-entwurf-zu-einem-brief-vom-29-11-1936,
5a5e41bf-91d4-4eff-bf23-cea97a66b82f,"Freud, Sigmund  (>B; 1939h [1935]): Sigmund Freud an Leib Jaffe: Brief vom 20. 6. 1935",15483,63953,/werke/freud-sigmund/sigmund-freud-leib-jaffe-brief-vom-20-6-1935,
930ef9b3-65d3-4295-b2ff-1d83bafd2447,"Freud, Sigmund  (>B; 1939j [1938]): Sigmund Freud an Rahel Berdach (Bardi): Brief vom 27. 12. 1938",15485,63954,/werke/freud-sigmund/sigmund-freud-rahel-berdach-bardi-brief-vom-27-12-1938,
c85e4848-65df-40bc-9196-70cdfc5c558b,"Freud, Sigmund  (>B; 1939f [1929]): Sigmund Freud an Isaac Landmann: Brief vom 1.8.1929",15481,63955,/werke/freud-sigmund/sigmund-freud-isaac-landmann-brief-vom-181929,
88a2964f-9ffe-4a5f-80b5-0348c7e014b1,"Freud, Sigmund  (>B; 1937f): Sigmund Freud an Theodor Herzl: Brief vom 29. 9. 1902",15470,63956,/werke/freud-sigmund/sigmund-freud-theodor-herzl-brief-vom-29-9-1902,
25d06479-c0c7-45d0-97cf-5ea34c608d77,"Freud, Sigmund  (>B; 1938b [1937]): Sigmund Freud an André Breton: Brief vom 8. 12. 1937",15473,63957,/werke/freud-sigmund/sigmund-freud-andre-breton-brief-vom-8-12-1937,
f1ee63c8-ff3e-4f4b-90a9-100054d10ec4,"Freud, Sigmund  (>B; 1938d): Sigmund Freud an Karl Weissmann: Brief vom 21.3. 1938",15475,63958,/werke/freud-sigmund/sigmund-freud-karl-weissmann-brief-vom-213-1938,
7ba17928-4a5f-454f-a455-28d25cc8ddce,"Freud, Sigmund  (>B; 1939g [1938]): Sigmund Freud an die League of American Writers: Brief vom 11. 12. 1938",15482,63959,/werke/freud-sigmund/sigmund-freud-die-league-american-writers-brief-vom-11-12-1938,
79b16468-55f9-4538-9c6c-6226e830e4a7,"Freud, Sigmund  (>B; 1931f): Sigmund Freud an Georg Fuchs: Brief",15431,63960,/werke/freud-sigmund/sigmund-freud-georg-fuchs-brief,
08878c32-2947-444f-91ec-2be8a35e883b,"Freud, Sigmund  (>B; 1931h [1930]): Sigmund Freud an Yaekichi Yabe: Brief vom 25. 11. 1930",15433,63962,/sigmund-freud-yaekichi-yabe-brief-25-11-1930,
2c5269df-72c2-4621-8c41-9d24d253a399,"Freud, Sigmund  (>B; 1932j [1930]): Sigmund Freud an Eugen Relgis: Brief vom 25.1.1930",15444,63963,/werke/freud-sigmund/sigmund-freud-eugen-relgis-brief-vom-2511930,
1e9ff98f-ad4c-42f7-9749-882c6125795f,"Freud, Sigmund  (>B; 1932f [1929]): Sigmund Freud an Georg Lawton: Brief vom 20.12.1929",15440,63964,/werke/freud-sigmund/sigmund-freud-georg-lawton-brief-vom-20121929,
2195dd61-dd28-42ca-8a50-edb8373d3c03,"Freud, Sigmund  (>[1933-001]; 1932d): Zusammenfassung des ersten Teils der Vorlesung XXX der Neuen Folge der Vorlesungen zur Einführung in die Psychoanalyse in ungarischer Sprache (1933a)",15438,63969,/werke/freud-sigmund/zusammenfassung-des-ersten-teils-der-vorlesung-xxx-der-neuen-folge-der,
fd0f1eb0-c443-43df-b459-8138913fa6eb,"Freud, Sigmund  (>B; 1929h): Sigmund an Magnus Hirschfeld: Brief vom August / September 1929",14897,63975,/sigmund-magnus-hirschfeld-brief-august-september-1929,
a0463bcf-d1fc-4187-a109-6304f28824c3,"Freud, Sigmund  (>B; 1929d): Sigmund Freud an Felix Salten: Brief vom 6. 9. 1929",14892,63976,/sigmund-freud-felix-salten-breif-6-9-1929,
34bd33c0-6224-4843-b228-57c573739608,"Freud, Sigmund  (>B; 1929b): Sigmund Freud an Maxim Leroy: Brief über einen Traum des Cartesius",14888,63978,/sigmund-freud-maxim-leroy-brief-ueber-einen-traum-des-cartesius,
34bde893-a2f0-407b-a21b-8b6326725599,"Freud, Sigmund  (>B; 1929c): Sigmund Freud an Miguel Ben-Tzvi Adler: Brief vom 8. 5. 1929",14889,63979,/sigmund-freud-miguel-ben-tzvi-adler-brief-8-5-1929,
5aaa8747-a623-4e09-b045-1e99671e0363,"Freud, Sigmund  (>B; 1930f [1929]): Sigmund Freud an Theodor Reik: Brief vom 14.4.1929",14903,63980,/sigmund-freud-theodor-reik-brief-1441929,
94f407e6-d6da-43f9-896d-c8e97666688b,"Freud, Sigmund  (>B; 1927-28a [1927]): Sigmund Freud an Josef K. Friedjung: Brief vom 27. 7. 1927",15005,63981,/sigmund-freud-josef-k-friedjung-brief-27-7-1927,
11518ca4-74d7-4a8a-9498-37e0efba23d8,"Freud, Sigmund  (>B; 1930g [1929]): Sigmund Freud an Chang Shi Chou: Brief vom 27.5.1929",14904,63983,/sigmund-freud-chang-shi-chou-brief-2751929,
ecdc3d45-c0db-4605-97f3-dea8c5aa6887,"Freud, Sigmund  (>B; 1926h): Freud, Sigmund (1926h): Sigmund Freud an Fernand Divoire, Brief vom 19.4.1926",15415,63991,/werke/freud-sigmund/freud-sigmund-1926h-sigmund-freud-fernand-divoire-brief-vom-1941926,
7d3050d3-571d-47a6-98c7-26ac7ed94c81,"Freud, Sigmund  (>B; 1924g [1923]): Sigmund Freud an Fritz Wittels: Brief vom 18.12.1923",15391,63994,/werke/freud-sigmund/sigmund-freud-fritz-wittels-brief-vom-18121923,
bddada33-07b7-4ec7-a48b-9059d996a2ce,"Freud, Sigmund  (>B; 1906e [1904]): Zwei Briefe an Wilhelm Fließ",15247,64082,/werke/freud-sigmund/zwei-briefe-wilhelm-fliess,
4dc29509-b9ae-4cdc-bfb0-46f97163abc9,"Freud, Sigmund  (>B; 1906d): Zwei Briefe an Magnus Hirschfeld",15246,64083,/werke/freud-sigmund/zwei-briefe-magnus-hirschfeld,
235d07ed-e0d4-4b52-813d-340b809ff198,"Freud, Sigmund  (>B; 1906g [1905?]): Brief an Leopold Löwenfeld",15249,64084,/werke/freud-sigmund/brief-leopold-lowenfeld,
be746c7f-2b2e-4e2d-844b-ee7ed59bbc88,"Freud, Sigmund  (1908-142; 1992d [1908]): Überweisungsschreiben an NN, vom 8.1.1908",24546,64108,/werke/freud-sigmund/uberweisungsschreiben-nn-vom-811908,
32df52d4-2584-4867-b4ed-ff9ce091d7a1,"Freud, Sigmund  (>B; 1908i [1904]): Visitenkarte an Karl Kraus",15263,64109,/werke/freud-sigmund/visitenkarte-karl-kraus,
240e0ad0-df36-4f03-8fc0-14296dfdbbd4, (1906-131): Protokolle der Psychologischen Mittwochgesellschaft 1906,49194,64113,/werke/protokolle-der-psychologischen-mittwochgesellschaft-1906,
568663a5-bd78-4120-bcba-2ed0ceb45e82, (1908-131): Protokolle der Psychologischen Mittwochgesellschaft  und der Wiener Psychoanalytischen Vereinigung 1908,49196,64114,/werke/protokolle-der-psychologischen-mittwochgesellschaft-und-der-wiener-psychoanalytischen,
daf3ee91-eecb-4a86-9fae-44e7453f7f85, (1909-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1909,49197,64116,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1909,
aeb5c744-3053-494e-84dd-21b6c083f487, (1910-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1910,49201,64139,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1910,
bd99ff42-1d3c-479a-bb4c-8eb71211b059, (1911-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1911,49203,64165,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1911,
567f68f5-f738-4eed-96e9-605ddfe32019,"Freud, Sigmund  (1911-171; 1911j): Zusätzliche Fußnoten [zu: ›Putnam, James J[ackson] ›Über Ätiologie und Behandlung der Psychoneurosen‹]",21276,64176,/werke/freud-sigmund/zusatzliche-fussnoten-zu-putnam-james-jackson-uber-atiologie-und-behandlung-der,
5ebe6497-f0cd-455d-82e8-47808b5568c8,"Freud, Sigmund  (>[1901-001/1911): Über den Traum [2. Auflage]",49207,64187,/werke/freud-sigmund/uber-den-traum-2-auflage,
a2338d61-78b3-4694-88d6-cce20f5fcd1b,"Freud, Sigmund  (>[1910-001/1912]): Über Psychoanalyse [2. Auflage]",49213,64215,/werke/freud-sigmund/uber-psychoanalyse-2-auflage,
cc3f1ce5-863b-49e0-9217-e4b53b340624, (1912-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1912,49208,64223,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1912,
77010ebd-bfd5-4988-ad91-f593a892ef1d,"Freud, Sigmund  (>[1907-001/1912]): Der Wahn und die Träume in W. Jensens „Gradiva“ [2. Auflage]",49212,64224,/werke/freud-sigmund/der-wahn-und-die-traume-w-jensens-gradiva-2-auflage,
e7e006c1-799c-43f9-9b96-797293afecf7,"Freud, Sigmund  (1913-102; 1993gg [1913?]): Lektürenotizen zu Salomon Reinach, Cultes, mythes et religion",49215,64228,/werke/freud-sigmund/lekturenotizen-zu-salomon-reinach-cultes-mythes-et-religion,
6766d831-eeb0-4ff3-99f9-5911695a1139,"Freud, Sigmund  (>[1912-1913/1913]; 1912-13a): Über einige Übereinstimmungen im Seelenleben der Wilden und der Neurotiker (Teil III und IV)",49218,64233,/werke/freud-sigmund/uber-einige-ubereinstimmungen-im-seelenleben-der-wilden-und-der-neurotiker-teil,
5ab3b084-34a2-4701-9a1b-50d0ac0f73db, (1913-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1913,49220,64254,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1913,
5d37a478-1a07-40cf-81b8-7b3d25c86bfd, (1914-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1914,49224,64260,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1914,
7c2c0ba2-e9b5-464d-853a-eacf1b82e8a3,"Freud, Sigmund  (>[1900-001/1914]): Die Traumdeutung [4. Auflage]",49228,64269,/werke/freud-sigmund/die-traumdeutung-4-auflage,
a417782f-3876-4471-8f40-ac44de87b4d7,"Freud, Sigmund  (>[1905-004/1916]): Studien über Hysterie [3. Auflage]",49234,64292,/werke/freud-sigmund/studien-uber-hysterie-3-auflage,
cfa73743-2533-416b-8611-58c893580913,"Freud, Sigmund  (1918-211; 1918c): Freud, Sigmund (1918c): Interview: Vilag (Ungarn), 4.8.1918 [Zsófia Dénes, Zsófia]",15334,64326,/werke/freud-sigmund/freud-sigmund-1918c-interview-vilag-ungarn-481918-zsofia-denes-zsofia,
606ee681-1fd4-4582-93cb-cbab517e639e, (1918-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1918,49246,64327,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1918,
f70aaf4c-059f-4a82-b12a-83cf76d90948,"Freud, Sigmund  (>[1915-1917/1918]): Vorlesungen zur Einführung in die Psychoanalyse [2. Auflage]",49248,64329,/werke/freud-sigmund/vorlesungen-zur-einfuhrung-die-psychoanalyse-2-auflage,
b762717b-58ec-4707-85c5-df7a112e84ba, (1919-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1919,49251,64335,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1919,
eb2ca273-03e3-4833-b663-acfc9d122a20,"Freud, Sigmund  (1919-301; 2010h [1919])): Testament vom 31.1.1919",49249,64336,/werke/freud-sigmund/testament-vom-3111919,
357d31e1-c916-4fc7-8428-8113f1767300,"Freud, Sigmund  (1919-009; 1919j [1918]): Kell-e az egyetemen a psychoanalysist tanítani? [Soll die Psychoanalyse an Universitäten gelehrt werden?]",15345,64339,/kell-e-az-egyetemen-psychoanalysist-tanitani,
46a67af1-618a-48fc-b854-a8e4583f6e34,"Freud, Sigmund  (>[1910-003/1919]; 1919p): Eine Kindheitserinnerung des Leonardo da Vinci [2. Auflage]",49253,64341,/werke/freud-sigmund/eine-kindheitserinnerung-des-leonardo-da-vinci-2-auflage,
d495a0c6-6df8-4fbb-8cfa-2dea36bb0ea1,"Freud, Sigmund  (>[/1919]): Über Psychoanalyse [4. Auflage]",49254,64342,/werke/freud-sigmund/uber-psychoanalyse-4-auflage,
3338083e-1547-42f1-8128-3183cb158fc6,"Freud, Sigmund  (>[1900-001/1919]): Die Traumdeutung [5. Auflage]",49255,64344,/werke/freud-sigmund/die-traumdeutung-5-auflage,
50c771d1-f04b-4c45-b0bf-b5bd764d11bd,"Freud, Sigmund  (>[1920-131/1920]; 1990i [1920]): Diskussionsbemerkungen [in zwei Sitzungen der Wiener Psychoanalytischen Vereinigung, 2.1.1920 und 18.1.1920]",24253,64347,/werke/freud-sigmund/diskussionsbemerkungen-zwei-sitzungen-der-wiener-psychoanalytischen-vereinigung,
2683de05-fd1c-4cd5-a53e-a8f62e3913c3,"Freud, Sigmund  (1920-161): Patientenkalender",49257,64349,/werke/freud-sigmund/patientenkalender,
366aee5d-0d89-4604-bca8-f605bc4fe692,"Freud, Sigmund  (>B; 1921e [1920]): Sigmund Freud an Edouard Claparède: Brief vom 25.12.1920",15360,64355,/werke/freud-sigmund/sigmund-freud-edouard-claparede-brief-vom-25121920,
88ca018f-5500-4d6a-8771-400da6afb107,"Freud, Sigmund  (>[1920-006/1921]): Jenseits des Lustprinzips [2. Auflage]",49263,64362,/werke/freud-sigmund/jenseits-des-lustprinzips-2-auflage,
3b7e4b08-c81c-4baa-8b8c-b8de647d0bfe, (1921-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1921,49264,64363,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1921,
e974aa65-6896-4edd-9a6b-ab3f548887b7,"Freud, Sigmund  (>[1900-001/1921]): Die Traumdeutung [6. Auflage]",49260,64368,/werke/freud-sigmund/die-traumdeutung-6-auflage,
b63ca883-8d1b-47ec-bd0e-8f7919f0a418, (1922-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1922,49266,64369,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1922,
1bdac002-4d03-4202-a2af-fd3503943308,"Freud, Sigmund  (>[1900-001/1922]): Die Traumdeutung [7. Auflage]",49272,64385,/werke/freud-sigmund/die-traumdeutung-7-auflage,
88174c7f-a73c-48e9-8bda-34644cd441b7,"Freud, Sigmund  (>[1905-004/1922]): Drei Abhandlungen zur Sexualtheorie [5. Auflage]",49274,64387,/werke/freud-sigmund/drei-abhandlungen-zur-sexualtheorie-5-auflage,
5c50e787-e9fb-4b32-8be1-0e29be2843dc,"Freud, Sigmund  (>[1915-1917/1922]): Vorlesungen zur Einführung in die Psychoanalyse [4. Auflage]",49276,64389,/werke/freud-sigmund/vorlesungen-zur-einfuhrung-die-psychoanalyse-4-auflage,
ddc8c53a-a99d-462e-ae1c-6ac3d83a8b0d, (1923-131): Protokolle der Wiener Psychoanalytischen Vereinigung 1923,49278,64393,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1923,
74b7c92f-37f8-48fd-8bd2-79d35c8e1221, (>[1923-131/1923]; 1995i [1919-23]): Diskussionsbeiträge und Mitteilungen [Wiener Psychoanalytische Vereinigung],24256,64396,/werke/diskussionsbeitrage-und-mitteilungen-wiener-psychoanalytische-vereinigung,
c7f1175a-d71c-4081-9808-132ec198455d,"Freud, Sigmund  (1923-212; 1923k): Interview: New York American, 19.8.1923 [Freud’s first interview on psychoanalysis]",15383,64399,/werke/freud-sigmund/interview-new-york-american-1981923-freuds-first-interview-psychoanalysis,
0e287143-9bc2-44e8-8ee0-9198ada5bd70,"Freud, Sigmund  (1923-141): Zeugnis für Rudolf Urbanschitsch",49281,64400,/werke/freud-sigmund/zeugnis-fur-rudolf-urbanschitsch,
78015fc6-1ed8-466b-aab7-49649a0cda73,"Freud, Sigmund  (>[1920-006/1923]]): Jenseits des Lustprinzips [3. Auflage]",49284,64408,/werke/freud-sigmund/jenseits-des-lustprinzips-3-auflage,
39eaad22-1d28-4edb-92fa-6a3adff72efa,"Freud, Sigmund  (>[1921-001/1923]): Massenpsychologie und Ich-Analyse [2. Auflage]",49285,64409,/werke/freud-sigmund/massenpsychologie-und-ich-analyse-2-auflage,
9097ea78-a8a1-4107-b0f6-630b08065749,"Freud, Sigmund  (1924-141; 1958g [1924]): Zeugnis für Rudolf von Urbantschitsch ",24201,64412,/werke/freud-sigmund/zeugnis-fur-rudolf-von-urbantschitsch,
10bebedb-074a-4dac-8e4c-5043c338f4d0,"Freud, Sigmund  (>[1907-001/1924]): Der Wahn und die Träume in W. Jensens ›Gradiva‹ [3. Auflage]",49287,64419,/werke/freud-sigmund/der-wahn-und-die-traume-w-jensens-gradiva-3-auflage,
550db0b2-7843-4503-a155-bd6e112bbc38,"Freud, Sigmund  (>[1905-004/1925]): Drei Abhandlungen zur Sexualtheorie [6. Auflage]",49290,64428,/werke/freud-sigmund/drei-abhandlungen-zur-sexualtheorie-6-auflage,
17ca1e84-e6bc-423e-a885-3485c1bf89b3,"Freud, Sigmund  (>[1915-1917/1926]): Vorlesungen zur Einführung in die Psychoanalyse [5. Auflage]",49294,64444,/werke/freud-sigmund/vorlesungen-zur-einfuhrung-die-psychoanalyse-5-auflage,
2f950d7d-6061-4b07-b4c1-f0bac34a69c5,"Freud, Sigmund  (1926-202; 1926l): Übersetzung von: Jones, Ernest ›Karl Abraham, 1877-1925‹ [Übersetzung zusammen mit Anna Freud, Theodor Reik] ",15419,64445,/werke/jones-ernest/ubersetzung-von-jones-ernest-karl-abraham-1877-1925-ubersetzung-zusammen-mit,
458e5fd8-4117-4a6b-9879-7a3476aba76e,"Freud, Sigmund  (1927-216; 1927j): Interview: Temesvári Hírlap (Temesvár), 30.10.1927 [Interview durch Zsόfia Dénes: Über Psychoanalyse, Alter und Bernhard Shaw]",14476,64456,/interview-temesvari-hirlap-30101927,
4d10785b-6563-4580-ac8b-d17ccfcaad95,"Freud, Sigmund  (1927-215; 1927k): Interview: American Monthly, October 1927 Interview durch Georg Sylvester Viereck [„Surveying Life at Seventy“]",14477,64457,/interview-american-monthly-oktober-1927,
78f86a72-46f0-4a55-affa-7a008226e9c2, (1928-131): Protokolle der Wiener psychoanalytischen Vereinigung 1928-1939,49296,64458,/werke/protokolle-der-wiener-psychoanalytischen-vereinigung-1928-1939,
c1e06c16-7a7d-49eb-970f-363758ce3abc,"Freud, Sigmund  (1928-002; 1928c): Antwort auf eine Rundfrage über Magnus Hirschfeld",14878,64460,/antwort-auf-eine-rundfrage-ueber-magnus-hirschfeld,
13c316d3-477a-4309-bf99-abbf6ae51dc3,"Freud, Sigmund  (>[/1928]): Die Zukunft einer Illusion [2. Auflage]",49298,64463,/werke/freud-sigmund/die-zukunft-einer-illusion-2-auflage,
a6bbb2b6-dacf-427b-8af1-0defa8d1bc57,"Freud, Sigmund  (1929-212; 1929g): Interview: Neues Wiener Tagblatt, 2.6.1929 [›Mein Werk und meine Weltanschauung‹]",14895,64465,/interview-neues-wiener-tagblatt-261929,
251c1c11-9101-4c0b-8a6a-9f9f068ba65b,"Freud, Sigmund  (1929-215; 1929f): Antwort auf eine Rundfrage über geistige Vererbung",14893,64470,/werke/freud-sigmund/antwort-auf-eine-rundfrage-uber-geistige-vererbung,
1d9b4516-89e3-4a9e-8fe9-fa8f39285a36,"Freud, Sigmund  (1929-211; 1929e): Interview: New York Herald Tribune, 28.4.1929 [Smyser, William Leon]",14894,64471,/interview-new-york-herald-tribune-2841929,
85423990-6cdd-4d15-9b06-a780eff0b41b,"Freud, Sigmund  (1929-213; 1989w): Interview durch Robert und Charles Culp Burlingham",49299,64474,/werke/freud-sigmund/interview-durch-robert-und-charles-culp-burlingham,
79d5b834-e9b5-43a1-9c69-6f2752fd87c6,"Freud, Sigmund  (1929-214; 1929x): Interview durch Robert und Charles Culp Burlingham",49300,64475,/werke/freud-sigmund/interview-durch-robert-und-charles-culp-burlingham-0,
fe75f6ec-fc2b-4ac5-87f7-d7245b1f0a59,"Freud, Sigmund  (>[1900-001/1930]): Die Traumdeutung [8. Auflage]",49302,64480,/werke/freud-sigmund/die-traumdeutung-8-auflage,
82d03cfe-1024-4886-9476-e337a649bcb0,"Freud, Sigmund  (1930-004; 1930j): Sigmund Freud an den Deutschen Bund für Mutterschutz und Sexualreform: Telegramm vom 23.3.1930",15425,64483,/werke/freud-sigmund/sigmund-freud-den-deutschen-bund-fur-mutterschutz-und-sexualreform-telegramm,
1e8a6ffc-acde-45ed-b2df-e6338cc54732,"Freud, Sigmund  (1930-010; 1930k): Manifest gegen die Wehrpflicht und die militärische Ausbildung der Jugend",15426,64490,/werke/freud-sigmund/manifest-gegen-die-wehrpflicht-und-die-militarische-ausbildung-der-jugend,
